product_names_id,category_id
9215866f-2c88-440a-8d2a-26f121041be2,9a00a819-d1f5-49a3-85b6-b1d9a97ef9ed
dc234728-a375-42bb-9e0a-afac4c1f514f,8ee74e3f-5998-4ec8-a038-4896c2234951
f07bf915-1394-4b81-95d5-d3e6f7db70d8,9a00a819-d1f5-49a3-85b6-b1d9a97ef9ed
53485afa-758c-4c5e-8a2e-a293000a6230,33cd8255-6371-4baf-9888-555973935748
7173e05d-bed1-4d0e-be73-34fd04430234,af95ccc0-6ddb-4b10-82b2-4de8dabfcc46
f482fc23-9f7f-4d0a-a84e-6fa4244a76ce,af95ccc0-6ddb-4b10-82b2-4de8dabfcc46
fa81b917-2007-449d-9eec-dbe525ecf743,af95ccc0-6ddb-4b10-82b2-4de8dabfcc46
5c4d58ce-fdb5-4a52-97d8-a64aec0d6274,af95ccc0-6ddb-4b10-82b2-4de8dabfcc46
45f79649-b536-477e-80da-b511c14ff0c8,33cd8255-6371-4baf-9888-555973935748
868c79ed-b8db-48ea-a187-c157923ab802,af95ccc0-6ddb-4b10-82b2-4de8dabfcc46
8e6d28ea-ceb9-4ca1-89c7-d7e2bf89a360,9a00a819-d1f5-49a3-85b6-b1d9a97ef9ed
a50db28b-f8b9-4de3-aac2-e9b0be7f0f06,af95ccc0-6ddb-4b10-82b2-4de8dabfcc46
7f65b429-89e4-4613-928e-97d30972af53,33cd8255-6371-4baf-9888-555973935748
fb2a25f1-2d28-41db-b6f8-c50bc7dbff9b,33cd8255-6371-4baf-9888-555973935748
cce8557c-744f-4ef3-9420-7849105b751e,33cd8255-6371-4baf-9888-555973935748
89185c59-1b96-4fcc-a52e-d0aa0995963b,33cd8255-6371-4baf-9888-555973935748
9658d0fa-661e-41b0-8c1e-fbcf0e852ca3,6f1ecaa5-fac0-4111-ac77-a717940c788d
a16792c8-68a6-49e4-8c43-1d4f5e17ec28,af95ccc0-6ddb-4b10-82b2-4de8dabfcc46
ef17e1db-755c-445d-b530-bbaed775e2e1,af95ccc0-6ddb-4b10-82b2-4de8dabfcc46
0ac0226d-6b5d-4e00-90e4-8087d49eda2e,33cd8255-6371-4baf-9888-555973935748
a3527d44-3a03-4226-b81d-a77d80091a49,33cd8255-6371-4baf-9888-555973935748
8aad0942-1eed-4aee-9c01-7f3a1dcb4a22,af95ccc0-6ddb-4b10-82b2-4de8dabfcc46
5dc504c3-690a-46e8-9c4d-71d95c364329,af95ccc0-6ddb-4b10-82b2-4de8dabfcc46
d3ea37e4-7f6b-416e-8a33-b36cb5ce0440,af95ccc0-6ddb-4b10-82b2-4de8dabfcc46
0d1f55e5-4a60-483e-a0c0-6da96e8b8dfb,33cd8255-6371-4baf-9888-555973935748
43143988-9d1e-4c7f-b138-a120867021b6,33cd8255-6371-4baf-9888-555973935748
7ea192f9-5692-4330-a2fb-39e7d1137655,af95ccc0-6ddb-4b10-82b2-4de8dabfcc46
95f4e6ec-c49d-486f-8182-4b9bb21bd521,33cd8255-6371-4baf-9888-555973935748
f63dc32a-e532-4e35-be13-442b310d565f,6f1ecaa5-fac0-4111-ac77-a717940c788d
8fdf47da-2751-40be-a993-f32b589ccf52,6f1ecaa5-fac0-4111-ac77-a717940c788d
d3e97c7b-2ff6-4cb5-b6ca-37d79fb61e30,9a00a819-d1f5-49a3-85b6-b1d9a97ef9ed
e62687d8-5d3f-4095-80e9-4a8278336368,6f1ecaa5-fac0-4111-ac77-a717940c788d
99f38aa8-961a-4b9b-8d94-1cb7d2f2ba9b,9a00a819-d1f5-49a3-85b6-b1d9a97ef9ed
f2d433c7-a100-425a-874c-aaac3ba0f5e5,9a00a819-d1f5-49a3-85b6-b1d9a97ef9ed
e80aaaaa-dda5-459b-8bac-1022c39796eb,9a00a819-d1f5-49a3-85b6-b1d9a97ef9ed
3c9a4079-1161-4e52-a1f3-e7682698e91d,9a00a819-d1f5-49a3-85b6-b1d9a97ef9ed
18838449-54c1-4152-9337-0e0e36de0645,6f1ecaa5-fac0-4111-ac77-a717940c788d
2fa77313-f923-4c43-b999-bfd3531adad6,6f1ecaa5-fac0-4111-ac77-a717940c788d
79de72a7-070e-4620-82e4-59d971de0dfe,6f1ecaa5-fac0-4111-ac77-a717940c788d
481c3f6e-2ed6-4701-887d-28634ff038a9,6f1ecaa5-fac0-4111-ac77-a717940c788d
2d3e30b6-f3ab-433d-89b3-13cbf325f649,6f1ecaa5-fac0-4111-ac77-a717940c788d
30b5648a-f223-4c02-9d6c-515790914daa,6f1ecaa5-fac0-4111-ac77-a717940c788d
c93ac7ff-d217-4382-b346-c007effaea1f,6f1ecaa5-fac0-4111-ac77-a717940c788d
d917525d-2d24-4efe-8776-76c67d90781d,6f1ecaa5-fac0-4111-ac77-a717940c788d
460fd253-b54c-4b09-96e5-b6c2205386c1,6f1ecaa5-fac0-4111-ac77-a717940c788d
a57d5a43-4f50-4618-80e1-27f0af659c7d,9a00a819-d1f5-49a3-85b6-b1d9a97ef9ed
6e507cb1-97d5-4380-9d64-e6ca85183f85,9a00a819-d1f5-49a3-85b6-b1d9a97ef9ed
ff830577-e1d8-42b9-85eb-ce85ccf51c50,6f1ecaa5-fac0-4111-ac77-a717940c788d
04966013-b402-4496-a5a3-9abd6d7b6c41,6f1ecaa5-fac0-4111-ac77-a717940c788d
4b73bd4d-af34-40b2-8e03-20e8154ee3df,6f1ecaa5-fac0-4111-ac77-a717940c788d
5b8fe8b7-3c69-49a3-87a5-0447d41cb42f,6f1ecaa5-fac0-4111-ac77-a717940c788d
a052734f-7cfe-4d8a-be52-7f61d3377eb8,6f1ecaa5-fac0-4111-ac77-a717940c788d
7f11a85b-b29e-4040-83f8-14d7ebe89fc5,6f1ecaa5-fac0-4111-ac77-a717940c788d
bfad06da-2d58-43f1-8cd3-f2e0464b2218,6f1ecaa5-fac0-4111-ac77-a717940c788d
eab9a65d-66d4-4f6f-b34d-bba984bd069f,6f1ecaa5-fac0-4111-ac77-a717940c788d
8a15575e-6217-4950-9956-f88f6ca6097b,6f1ecaa5-fac0-4111-ac77-a717940c788d
a0117c83-1f48-4f45-96dd-8e2451306ddb,6f1ecaa5-fac0-4111-ac77-a717940c788d
52caf08f-4fc9-404e-846d-bb996132a591,6f1ecaa5-fac0-4111-ac77-a717940c788d
93832f84-2dd4-406e-8f1b-35e5b2494974,6f1ecaa5-fac0-4111-ac77-a717940c788d
37a70074-3627-4191-9657-d6315f4bac15,6f1ecaa5-fac0-4111-ac77-a717940c788d
f47f1ae8-7f34-44a6-964d-c7c9fda28d21,9a00a819-d1f5-49a3-85b6-b1d9a97ef9ed
